"City","Hits"
"Salzburg",NA
"Samarkand",NA
"Sammamish",NA
"San Carlos",NA
"San Clemente",NA
"San Gabriel",NA
"San Juan del Río",NA
"San Marino",NA
"San Mateo",NA
"San Pablo City",NA
"San Rafael",NA
"San Ramon",NA
"Sandnes",NA
"Sandy",NA
"Sanford",NA
"Sangli Miraj Kupwad",NA
"Sangrur",NA
"Sant Cugat del Vallès",NA
"Santa Clara",NA
"Santa Cruz do Bispo",NA
"Santa Fe",NA
"Santa Marta",NA
"Santena",NA
"Saranac Lake",NA
"Sarasota",NA
"Saratoga",NA
"Saratoga Springs",NA
"Sarnia",NA
"Sarpsborg",NA
"Saugeen Shores",NA
"Sault Ste. Marie",NA
"Sayreville",NA
"Sayville",NA
"Schenectady",NA
"Schwyz",NA
"Seal Beach",NA
"Sechelt",NA
"Security-Widefield",NA
"Seekirchen am Wallersee",NA
"Segamat District",NA
"Senden",NA
"Seremban",NA
"Seri Kembangan",NA
"Severna Park",NA
"Shahjahanpur",NA
"Sharon",NA
"Shawville",NA
"Sheboygan Falls",NA
"Shelby charter Township",NA
"Shelton",NA
"Shenzhen",NA
"Shepparton - Mooroopna",NA
"Sherman",NA
"Sherwood Park",NA
"Shillong",NA
"Shiloh",NA
"Shimla",NA
"Shkodër",NA
"Shoreline",NA
"Shrewsbury",NA
"Sibu",NA
"Sierra Vista",NA
"Sierra Vista Southeast",NA
"Silchar",NA
"Siliau",NA
"Silver Spring",NA
"Simcoe",NA
"Simi Valley",NA
"Sinking Spring",NA
"Sint-Truiden",NA
"Sioux City",NA
"Skien",NA
"Skokie",NA
"Smithfield",NA
"Smyrna",NA
"Snoqualmie",NA
"Snyderville",NA
"Sonapur Gaon",NA
"Sonipat",NA
"South Bend",NA
"South Bradenton",NA
"South Brunswick Township",NA
"South Burlington",NA
"South Farmingdale",NA
"South Harrison Township",NA
"South Hill",NA
"South Jordan",NA
"South Miami",NA
"South Salt Lake",NA
"South San Francisco",NA
"South Valley Stream",NA
"Southampton",NA
"Southborough",NA
"Southbury",NA
"Southend-on-Sea",NA
"Southgate",NA
"Spartanburg",NA
"Sparti",NA
"Spencer",NA
"Spokane Valley",NA
"Spotsylvania Courthouse",NA
"Spring Hill",NA
"Springdale",NA
"Springfield",NA
"Springfield Township",NA
"Spruce Grove",NA
"Sri Muktsar Sahib",NA
"St-Bruno-de-Montarville",NA
"St. Albert",NA
"St. Augustine",NA
"St. George",NA
"Staindrop",NA
"Stanford",NA
"Stanford in the Vale",NA
"State College",NA
"Steinbach",NA
"Sterling",NA
"Sterling Heights",NA
"Stevens Point",NA
"Stillwater",NA
"Stoneham",NA
"Stonewall",NA
"Stonington",NA
"Stord",NA
"Stow",NA
"Stratford",NA
"Stuart",NA
"Subang",NA
"Subang Jaya",NA
"Sucre",NA
"Suisun City",NA
"Summerland",NA
"Summerside",NA
"Sun City",NA
"Sun City Center",NA
"Sun City West",NA
"Sun Lakes",NA
"Sundridge",NA
"Superior",NA
"Surbiton",NA
"Surizai Bala",NA
"Surprise",NA
"Sutton",NA
"Sutton Coldfield",NA
"Sutton-in-Ashfield",NA
"Suva",NA
"Swift Current",NA
"Swinton",NA
"Swissvale",NA
"Swords",NA
"Sycamore",NA
"Sylvania",NA
"Søborg",NA
"Taber",NA
"Table Top",NA
"Taiping",NA
"Talcahuano",NA
"Tamworth",NA
"Tanjung Bungah",NA
"Tarahat",NA
"Tartu",NA
"Taunton",NA
"Tauranga",NA
"Taylor",NA
"Taylorsville",NA
"Taytay",NA
"Templeuve",NA
"Tequesta",NA
"Terre Haute",NA
"Terrebonne",NA
"Tewksbury",NA
"Texas charter Township",NA
"Tezpur",NA
"Tešanovci",NA
"Tha Sala",NA
"Thackerville",NA
"Thai Buri",NA
"The Meadows",NA
"Thermal",NA
"Thetford Mines",NA
"Thoothukudi",NA
"Thornaby",NA
"Thornhill",NA
"Thornton",NA
"Thornton Dale",NA
"Thorold",NA
"Three Hills",NA
"Three Rivers",NA
"Thurston",NA
"Tikamgarh",NA
"Tillsonburg",NA
"Timișoara",NA
"Timmins",NA
"Tinsukia",NA
"Tipton",NA
"Tiptree",NA
"Tisdale",NA
"Tiskili Khurd",NA
"Titusville",NA
"Toddington",NA
"Tokoroa",NA
"Tolga",NA
"Toms River",NA
"Tonawanda",NA
"Tonyrefail",NA
"Toowoomba",NA
"Topeka",NA
"Topoľčany",NA
"Torquay",NA
"Totton",NA
"Towson",NA
"Trail",NA
"Traverse City",NA
"Trbovlje",NA
"Trenčín",NA
"Trnava",NA
"Tromsø",NA
"Troy",NA
"Truckee",NA
"Truro",NA
"Tuckahoe",NA
"Tulcea",NA
"Tumut",NA
"Tuscaloosa",NA
"Twickenham",NA
"Twinsburg",NA
"Tyngsborough",NA
"Tyrone",NA
"Tysons",NA
"Ulgii",NA
"Ullensaker",NA
"Ulu Kinta",NA
"Umbarkhed",NA
"Union City",NA
"Union charter Township",NA
"University",NA
"University Place",NA
"Upesciems",NA
"Upper Deerfield Township",NA
"Upper Hutt",NA
"Upper Saint Clair",NA
"Uvysla",NA
"Uxbridge",NA
"Vaddeswaram",NA
"Valparaiso",NA
"Varennes",NA
"Varna",NA
"Vaudreuil-Dorion",NA
"Veenendaal",NA
"Veliko Gradište",NA
"Veliko Tarnovo",NA
"Venice",NA
"Veracruz",NA
"Verd",NA
"Vernon",NA
"Vero Beach",NA
"Vestre Toten",NA
"Vidisha",NA
"Vienna Center",NA
"Viernheim",NA
"View Royal",NA
"Villach",NA
"Village of Pewaukee",NA
"Villas",NA
"Virar",NA
"Volzhskiy",NA
"Voorhees Township",NA
"Võru",NA
"Wadmalaw Island",NA
"Wageningen",NA
"Wagga Wagga",NA
"Wahiawa",NA
"Wake Forest",NA
"Waltham",NA
"Walton on the Naze",NA
"Wandoor",NA
"Wantagh",NA
"Wapenveld",NA
"Ware",NA
"Warren",NA
"Warsaw",NA
"Warwick",NA
"Washington",NA
"Washington Township",NA
"Waterford",NA
"Waterford Township",NA
"Watertown",NA
"Watkins",NA
"Waubaushene",NA
"Wauconda",NA
"Waukesha",NA
"Wausau",NA
"Waxahachie",NA
"Wayne",NA
"Webster",NA
"Weigelstown",NA
"Weir",NA
"Welland",NA
"Wellesley",NA
"Wellington",NA
"Welwyn Garden City",NA
"Wenham",NA
"West Allis",NA
"West Babylon",NA
"West Bend",NA
"West Branch",NA
"West Covina",NA
"West Des Moines",NA
"West Hartford",NA
"West Hazleton",NA
"West Jordan",NA
"West Kelowna",NA
"West Lafayette",NA
"West Linn",NA
"West New York",NA
"West Nipissing",NA
"West Norriton",NA
"West Seneca",NA
"West Vancouver",NA
"West Windsor Township",NA
"West Wittering",NA
"West Wyomissing",NA
"Westerly",NA
"Westernport",NA
"Westerville",NA
"Westfield",NA
"Westford",NA
"Westlake",NA
"Westlock",NA
"Westmere",NA
"Westminster",NA
"Weston",NA
"Weston-super-Mare",NA
"Westwood",NA
"Wexford",NA
"Wheaton",NA
"Wheaton-Glenmont",NA
"Whistler",NA
"Whitby",NA
"Whitchurch-Stouffville",NA
"White Bear Lake",NA
"White Plains",NA
"White Rock",NA
"Whitehorse",NA
"Wick",NA
"Williams Lake",NA
"Williamsburg",NA
"Willow Grove",NA
"Wilnecote",NA
"Winchester",NA
"Windham",NA
"Winfield",NA
"Wingham",NA
"Winnfield",NA
"Winona",NA
"Winona Lake",NA
"Winter Garden",NA
"Winter Haven",NA
"Winterville",NA
"Wisbech",NA
"Withamsville",NA
"Woking",NA
"Wollongong",NA
"Wolverhampton",NA
"Woodbury",NA
"Woodley",NA
"Woodstock",NA
"Xiamen",NA
"Xàbia",NA
"Yamuna Nagar",NA
"Yateley",NA
"Yellowknife",NA
"York",NA
"Yorktown Heights",NA
"Yosemite Lakes",NA
"Zakopane",NA
"Zandhoven",NA
"Zeeland",NA
"Zephyrhills West",NA
"Zhuhai",NA
"Zihuatanejo",NA
"Zionsville",NA
"Zvolen",NA
"tp. Hòa Bình",NA
"Ålesund",NA
"Évian-les-Bains",NA
"Šabac",NA
"Šenbric",NA
"Žilina",NA
